name,perfume_url,brand,type,year,gender,family,image_url,concentration,facettes,date_creation,parfumeurs,description_title,description_text,notes_tete,notes_coeur,notes_fond
La Fille de l'Air,https://www.olfastory.com/parfum/la-fille-de-lair,Courrèges,Eau de parfum,2015,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/la-fille-de-l-air.jpg?itok=Yg3YdPwX,Eau de parfum,Musquée,2015,Fabrice Pellegrin,Venez voyager avec la fille de l’air,"Venez voyager avec la fille de l’airPour comprendre le style Courrèges, il faut revenir au début des années 60. C’est exactement en 1961 qu’André Courrèges ouvre sa maison de couture, accompagné de son épouse Coqueline.",Bergamote;Petitgrain,Fleur d'Oranger;Néroli;Jasmin,Muscs blancs
Eau Tropicale,https://www.olfastory.com/parfum/eau-tropicale,Sisley,Eau de toilette,2014,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/eau-tropicale.jpg?itok=F4DneqDC,Eau de toilette,Fruitée;Verte,2014,Domitille Bertier,Eau Tropicale les évasions paradisiaques de la maison Sisley,Eau Tropicale les évasions paradisiaques de la maison SisleyAvec les Eaux Sisley nous avons découvert en 2009 trois nouveaux visages parfumés féminins.,Mandarine;Pamplemousse;Aldéhydes;Bergamote;Citron,Rose;Pêche;Note verte;Poire;Muguet,Patchouli;Vanille;Muscs blancs;Cèdre;Evernyl
Mauboussin pour Femme,https://www.olfastory.com/parfum/mauboussin-pour-femme,Mauboussin,Eau de parfum,2000,Femme,Chyprée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/mauboussin-pour-femme.jpg?itok=xVa7BHyE,Eau de parfum,Epicée;Fruitée;Gourmande,2000,Christine Nagel,Mauboussin pour Femme/ Mauboussin L’Original: Quand la pierre précieuse se transforme en goutte parfumée…,Mauboussin pour Femme/ Mauboussin L’Original: Quand la pierre précieuse se transforme en goutte parfumée…,Mandarine;Menthe;Pêche;Prune,Rose;Ylang-Ylang;Anis;Jonquille;Fruits d'eau,Patchouli;Cade;Groseille
First,https://www.olfastory.com/parfum/first,Van Cleef & Arpels,Eau de toilette,1976,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/first-van-cleef.jpg?itok=4KZk2gtv,Eau de toilette,Aldéhydée;Verte,1976,Jean-Claude Ellena,"First, l’incarnation de l’orfèvrerie française","First, l’incarnation de l’orfèvrerie françaiseRien n’aurait pu exister sans la rencontre entre Estelle Arpels et Alfred Van Cleef. Alors qu’Estelle est la fille d’un négociant en pierres précieuses, Alfred est le fils d’un artisan spécialisé dans la taille de ces pierres.",Aldéhydes;Pêche,Rose;Jasmin;Girofle;Hédione;Narcisse;Jacinthe;Bourgeon de cassis,Mousse de chêne;Vanille;Muscs blancs;Santal;Iris;Ambre
Amethyst,https://www.olfastory.com/parfum/amethyst,Lalique,Eau de parfum,2007,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/amethyst-lalique.jpg?itok=u1GXvQW_,Eau de parfum,Fruitée;Musquée,2007,Nathalie Lorson,Amethyst : La pierre précieuse est née de la nature,"Amethyst : La pierre précieuse est née de la natureEn 2007, la maison de parfumerie Lalique propose un élégant parfum végétal et fruité à la femme que René Lalique chérissait tant : Amethyst.",Mûre;Cassis;Bourgeon de cassis;Framboise,Lys;Ylang-Ylang;Rose;Pivoine,Bois ambrés;Vanille;Muscs blancs
Ultraviolet,https://www.olfastory.com/parfum/ultraviolet,Paco Rabanne,Eau de parfum,1999,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/ultraviolet-paco-rabanne.jpg?itok=0_9jwNnb,Eau de parfum,Fruitée,1999,Jacques Cavallier,"Ultraviolet pour elle, le goût du mystère","Ultraviolet pour elle, le goût du mystèreFrancisco Rabaneda y Cuervo est né dans le Pays basque Espagnol. Sa mère travaillait pour Balenciaga et le petit Francisco grandit entre les différents tissus et couleurs. Paco Rabanne a été le premier couturier à intégrer du métal dans une robe de haute couture.",Piment,Osmanthus;Abricot,Muscs blancs
Valentina Pink,https://www.olfastory.com/parfum/valentina-pink,Valentino,Eau de parfum,2015,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/valentina-pink.jpg?itok=gJgSprZ9,Eau de parfum,Fruitée;Gourmande,2015,Daphné Bugey;Fabrice Pellegrin,Valentina Pink ou la vie en rose,"Valentina Pink ou la vie en roseValentino Garavani fonde sa maison de couture du nom de « Valentino », à Rome en 1959. Ses collections sont élégantes et épurées.",Orange;Cassis,Rose;Framboise;Fraise;Mûre,Patchouli;Vanille;Caramel;Cashmeran;Cypriol
Yellow Diamond,https://www.olfastory.com/parfum/yellow-diamond,Versace,Eau de parfum,2011,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/versace-yellow-diamond.jpg?itok=EDyYDKOZ,Eau de parfum,Fruitée;Musquée;Verte,2011,Alberto Morillas,Inconnu,,Néroli;Bergamote;Poire,Fleur d'Oranger;Freesia;Mimosa,Bois ambrés
Féérie,https://www.olfastory.com/parfum/feerie,Van Cleef & Arpels,Eau de parfum,2008,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/feerie-van-cleef.jpg?itok=_so1RCdf,Eau de parfum,Fruitée;Musquée;Poudrée,2008,Antoine Maisondieu,"Féérie, quand la haute joaillerie rencontre la parfumerie","Féérie, quand la haute joaillerie rencontre la parfumerieL’histoire de la maison Van Cleef & Arpels, c’est l’histoire d’amour d’Estelle Arpels et d’Alfred Van Cleef. Ils se marient en 1985, et partagent le même amour pour les pierres précieuses. C’est en 1906 qu’ensemble, ils ouvrent leur première boutique située sur la mythique Place Vendôme.",Mandarine,Rose;Jasmin;Feuille de violette;Bourgeon de cassis,Vétiver;Iris
Light Blue,https://www.olfastory.com/parfum/light-blue,Dolce & Gabbana,Eau de toilette,2001,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/light-blue-dolce-gabbana.jpg?itok=TiLeAIb_,Eau de toilette,Fruitée;Gourmande,2001,Olivier Cresp,Light Blue : Le parfum de la femme italienne,"Light Blue : Le parfum de la femme italienneDolce & Gabbana n’ont de cesse, depuis leurs premières créations haute-couture, de s’inspirer de la belle culture de leur pays d’origine, l’Italie bien sûr.",Citron,Pomme;Rose;Jasmin;Jacinthe,Vanille;Muscs blancs;Ambre;Cèdre;Caramel
Reveal,https://www.olfastory.com/parfum/reveal,Calvin Klein,Eau de parfum,2014,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/reveal-calvin-klein_0.jpg?itok=0Tv9GGMG,Eau de parfum,Ambrée;Marine,2014,Bruno Jovanovic;Jean-Marc Chaillan,"Reveal Femme, la séduction sans limite","Reveal Femme, la séduction sans limiteCalvin Klein, de son vrai nom Richer Klein, est né en 1942 à New York. S’il a passé toute son enfance dans le Bronx, il s’est passionné pour la couture dès 5 ans.",Bergamote;Baies roses;Bigarade,Jasmin;Note marine;Noix de coco,Bois ambrés;Vanille;Muscs blancs;Santal;Iris;Héliotrope
Calandre,https://www.olfastory.com/parfum/calandre,Paco Rabanne,Eau de toilette,1969,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/calandre-paco-rabanne.jpg?itok=DAvmKBdv,Eau de toilette,Aldéhydée;Verte,1969,Michel Hy,Inconnu,"Calandre est un parfum particulièrement marquant et fort de symboles. En effet, si la maison Paco Rabanne est aujourd'hui très renommée dans le domaine de la parfumerie, savez-vous que celle-ci confectionne des parfums depuis l'année 1969.",Aldéhydes;Bergamote,Rose;Muguet;Jacinthe,Mousse de chêne;Vétiver;Iris
Valentina Acqua Floreale,https://www.olfastory.com/parfum/valentina-acqua-floreale,Valentino,Eau de toilette,2013,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/valentina-acqua-floreale.jpg?itok=6JYHUMPa,Eau de toilette,Ambrée,2013,Olivier Cresp,Inconnu,"L'histoire des parfums Valentina commença en 2011, par la création d'un tout premier jus incarnant à merveille l'image de l'enseigne et son amour pour ses origines italiennes. Grâce à l'engouement du public à son égard, la marque Valentino ne tarda pas à décliner sa senteur dans de nouvelles versions.",Bergamote;Orange,Fleur d'Oranger;Néroli;Jasmin;Tubéreuse;Mimosa,Patchouli;Ambre
Dolce,https://www.olfastory.com/parfum/dolce,Dolce & Gabbana,Eau de parfum,2014,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/dolce-gabbana-dolce.jpg?itok=2Cd191U6,Eau de parfum,Fruitée;Verte,2014,Inconnu,Dolce : La Sicile en senteurs...,"Dolce : La Sicile en senteurs...En véritables amoureux de leurs racines, les deux créateurs de génie que sont Domenico Dolce et Stefano Gabbana insufflent à toutes leurs créations haute-couture un esprit de dolce vita.",Mandarine,Rose;Pêche;Jasmin;Violette;Poire;Melon,Bois ambrés;Muscs blancs;Santal
Guess Dare,https://www.olfastory.com/parfum/guess-dare,Guess,Eau de toilette,2014,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/guess-dare.jpg?itok=93adtfAX,Eau de toilette,Fruitée,2014,Bruno Jovanovic,"Guess Dare… Audace, audace, quand tu nous tiens !","Guess Dare… Audace, audace, quand tu nous tiens !La marque Guess est considérée comme la plus « frenchie des marques américaines. Lorsque les 4 frères Marciano débarquent à Los Angeles, ils sont jeunes, ambitieux et rêvent de success-story !",Mandarine;Limette,Rose;Jasmin;Poire,Muscs blancs
Individuel Homme,https://www.olfastory.com/parfum/individuel-homme,Montblanc,Eau de toilette,2004,Femme,Fougère,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/individuel-homme-montblanc.jpg?itok=hGBt2LPA,Eau de toilette,Inconnu,2004,Benoit Lapouza,Inconnu,,Lavande;Bergamote;Coriandre,Jasmin;Violette;Géranium,Vétiver;Patchouli;Vanille
Satine,https://www.olfastory.com/parfum/satine,Lalique,Eau de parfum,2013,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/lalique-satine.jpg?itok=ly0RMqMP,Eau de parfum,Gourmande;Poudrée,2013,Nathalie Lorson,Satine : La femme comme un véritable soleil...,"Satine : La femme comme un véritable soleil...Inspiré du travail du visionnaire René Lalique, Satine est un hommage vibrant à la femme et à ses pouvoirs mystérieux de séduction… solaire.",Bergamote;Baies roses,Gardénia,Vétiver;Patchouli;Vanille;Santal;Fève tonka;Héliotrope;Amande amère
Rumeur Lanvin,https://www.olfastory.com/parfum/rumeur-lanvin,Lanvin,Eau de parfum,2006,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/rumeur-lanvin.jpg?itok=SgpC6RTI,Eau de parfum,Aldéhydée;Fruitée;Musquée,2006,Francis Kurkdjian;André Fraysse,"Rumeur, de la féminité encore et encore","Rumeur, de la féminité encore et encoreJeanne Lanvin nait à Paris en 1867. Issue d’une famille modeste, elle travaille dès l’âge de 13 ans, dans un atelier de chapelier où elle livre des chapeaux, pour lesquels elle se fascine.",Magnolia;Aldéhydes;Note Fruitée,Jasmin;Orange,Ambroxan;Patchouli;Muscs blancs
Féerie Rubis,https://www.olfastory.com/parfum/feerie-rubis,Van Cleef & Arpels,Eau de parfum,2015,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/feerie-rubis.jpg?itok=k3_Pg8UO,Eau de parfum,Fruitée;Musquée,2015,Antoine Maisondieu,Inconnu,"Le parfum est l'un des cadeaux les plus convoités de la planète. Il est capable d'envoûter les sens en un claquement de doitgs, au même titre qu'une belle parure de bijoux fait toujours son effet. D'ailleurs, nombreux sont aujourd'hui les joailliers à s'être également diversifiés dans le secteur de la bijouterie.",Mandarine;Bergamote;Citron;Cassis,Pêche;Note verte;Litchi;Pivoine;Freesia;Framboise,Iso E Super;Coumarine;Muscs blancs;Santal;Violette
Hugo Woman,https://www.olfastory.com/parfum/hugo-woman,Hugo Boss,Eau de parfum,1997,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hugo-woman.jpg?itok=P3UvXg1y,Eau de parfum,Fruitée;Gourmande,1997,Calice Becker;Ursula Wandel,Inconnu,"Bien qu'ayant été créé initialement en 1997, le parfum Hugo Woman s’est réinventé pour réapparaître dans une version plus moderne en 2015. Ce parfum est à la fois floral, fruité, élégant et infiniment féminin.",Mandarine;Bergamote;Orange;Citron,Rose;Pêche;Jasmin;Framboise,Bois ambrés;Vanille;Coumarine;Violette;Caramel
Legend pour Femme,https://www.olfastory.com/parfum/legend-pour-femme,Montblanc,Eau de parfum,2013,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/legend-pour-femme.jpg?itok=7i-OfH9G,Eau de parfum,Ambrée;Fruitée,2013,Nathalie Feisthauer;Bernard Ellena,Legend pour Femme : Luxe et sobriété pour un grand parfum Montblanc,Legend pour Femme : Luxe et sobriété pour un grand parfum MontblancComment imaginer que l’homme extraordinaire de Legend n’ait pas une compagne à la hauteur de son aura ?,Pêche;Néroli;Orange;Citron;Poire,Fleur d'Oranger;Jasmin;Ananas,Bois ambrés;Vanille;Muscs blancs;Réglisse
Présence d'une Femme,https://www.olfastory.com/parfum/presence-dune-femme,Montblanc,Eau de toilette,2002,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/presence-d-une-femme-montblanc.jpg?itok=vEw21Dre,Eau de toilette,Fleurie,2002,Michel Almairac,Présence d’une Femme : Un parfum original comme signature féminine,"Présence d’une Femme : Un parfum original comme signature féminineSi le tout premier parfum de la célèbre maison Montblanc était destiné à un public d’esthètes masculins à forte personnalité, son homologue féminin Présence d’une Femme n’a rien à lui envier.",Poivre noir;Ananas,Cyclamen,Patchouli;Vanille
Fille en Aiguillles,https://www.olfastory.com/parfum/fille-en-aiguillles,Serge Lutens,Eau de parfum,2009,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/fille-en-aiguilles.jpg?itok=tKND9kMF,Eau de parfum,Boisée,2009,Christopher Sheldrake,Fille en Aiguilles : La fée des pinèdes de Lutens,Fille en Aiguilles : La fée des pinèdes de LutensEn 2009 Lutens nous propose avec Fille en Aiguilles une magnifique promenade boisée à travers sa mémoire et ses pinèdes dorées.,Pin,Poivre noir;Prune,Benjoin;Patchouli;Ambre;Encens;Myrrhe;Cèdre;Fir balsam
Dahlia Divin Eau de Toilette,https://www.olfastory.com/parfum/dahlia-divin-eau-de-toilette,Givenchy,Eau de toilette,2015,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/dahlia-divin-eau-de-toilette.jpg?itok=-sf0igu4,Eau de toilette,Fruitée;Gourmande,2015,Michel Almairac;François Demachy,"Dahlia Divin Eau de Toilette, une luminosité hors du commun","Dahlia Divin Eau de Toilette, une luminosité hors du communHubert de Givenchy n’a que 24 ans lorsqu’il se fait remarquer avec sa première collection « Givenchy University ». Sa rencontre avec Audrey Hepburn en 1953, aura une importance capitale pour la suite de la marque.",Orange;Cassis,Rose;Pêche;Jasmin,Patchouli;Muscs blancs;Santal;Vanilline
Cool Water Woman,https://www.olfastory.com/parfum/cool-water-woman,Davidoff,Eau de toilette,1997,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/cool-water-woman.jpg?itok=cAJA_PcA,Eau de toilette,Fruitée;Marine,1997,Pierre Bourdon,Cool Water Woman : La fraicheur d’un parfum nature,Cool Water Woman : La fraicheur d’un parfum natureLe vent de nouvelle fraicheur a propulsé les hommes des années 80 dans un grande brise marine signée Davidoff.,Note marine,Pêche;Jasmin;Note verte;Melon;Cyclamen,Muscs blancs;Cèdre
Lacoste pour Femme,https://www.olfastory.com/parfum/lacoste-pour-femme,Lacoste,Eau de parfum,2003,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/lacoste-pour-femme.jpg?itok=nhyVzafN,Eau de parfum,Epicée;Poudrée,2003,Olivier Cresp,Lacoste pour Femme : Quand le crocodile se fait velours...,"Lacoste pour Femme : Quand le crocodile se fait velours...L’arrivée en 2000 du nouveau directeur artistique Christophe Lemaire fit souffler un vent de renouveau chez Lacoste, à tel point que la maison décida d’innover en proposant des parfums jouant plus sur la sophistication que sur l’aspect sportif.",Poivre noir;Violette;Freesia,Rose;Jasmin;Ambrette,Encens;Cèdre
L'Air,https://www.olfastory.com/parfum/lair,Nina Ricci,Eau de parfum,2011,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/l-air-nina-ricci.jpg?itok=3n7Y_h2t,Eau de parfum,Fruitée;Musquée,2011,Michel Girard;Louise Turner,"L’air, la nouvelle vision de la femme","L’air, la nouvelle vision de la femmeNina Ricci, de son vrai nom Maria Adélaïde Nielli, fonde sa maison de couture en 1932. Très vite, son style est celui de la mode parisienne, chic et glamour.",Chèvrefeuille,Rose;Jasmin;Feuille de violette;Magnolia;Freesia,Bois ambrés;Patchouli;Muscs blancs
Sexy Amber,https://www.olfastory.com/parfum/sexy-amber,Michael Kors,Eau de parfum,2013,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/sexy-amber-michael-kors.jpg?itok=LjkVBCu5,Eau de parfum,Orientale,2013,Harry Frémont,La femme de Michael Kors a trois visages !,"La femme de Michael Kors a trois visages !Le célèbre couturier adepte des femmes glamour, sensuelles et très féminines propose avec sa trilogie de parfums signature en 2013 des nouvelles fragrances qui nous feront tourner la tête : Sexy Amber, Sporty Citrus et Glam Jasmine.",Ambre,Santal,Fleurs Blanches
Glam Jasmine,https://www.olfastory.com/parfum/glam-jasmine,Michael Kors,Eau de parfum,2013,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/glam-jasmine-michael-kors.jpg?itok=gjVaIYMV,Eau de parfum,Fleurie,2013,Harry Frémont,Glam Jasmine : L’essence de la Femme signée Michael Kors,"Glam Jasmine : L’essence de la Femme signée Michael KorsEn véritable maître de la féminité absolue, Michael Kors propose aux femmes modernes, sexy et chics des collections haute-couture et des parfums qui exhalent leurs pouvoirs d’attraction.",Jasmin,Cassis,Santal
Hiris,https://www.olfastory.com/parfum/hiris,Hermès,Eau de toilette,1999,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/hermes-hiris.jpg?itok=79tMca6a,Eau de toilette,Poudrée;Verte,1999,Olivia Giacobetti,"Hiris, des symboles forts pour une essence puissante","Hiris, des symboles forts pour une essence puissanteC’est Thierry Hermès qui fonde la maison du même nom en 1837. Au départ, la maison Hermès n’a rien à voir avec celle que l’on connait.",Néroli;Note verte;Coriandre,Rose;Iris,Vanille;Muscs blancs;Ambrette;Cèdre;Héliotrope
Burberry Weekend,https://www.olfastory.com/parfum/burberry-weekend,Burberry,- 1997,Inconnu,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/burberry-weekend.jpg?itok=TKbIoVV2,Inconnu,Fruitée,1997,Nathalie Lorson,Inconnu,"Le week-end ne dure que deux jours et pourtant, il est un moment adulé par tous. Il est pour la plupart d'entre nous synonyme de légèreté, de repos bien mérité et de moments de bonheur partagé.",Mandarine;Note verte,Pêche;Cyclamen;Jacinthe,Muscs blancs;Cèdre
Amazone,https://www.olfastory.com/parfum/amazone,Hermès,Eau de parfum,1974,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/amazone-hermes.jpg?itok=PLw8se37,Eau de parfum,Aldéhydée;Epicée;Verte,1974,Jean-Claude Ellena;Maurice Maurin,"Amazone, la fragrance d’une conquérante","Amazone, la fragrance d’une conquéranteFondée en 1837, la maison Hermès est une simple boutique où sont fabriqués et vendus des accessoires pour chevaux.",Mandarine;Aldéhydes;Note verte;Petitgrain;Galbanum;Bourgeon de cassis,Cannelle;Rose;Ylang-Ylang;Narcisse;Oeillet;Jacinthe,Vétiver;Santal;Iris;Cèdre
Nilang,https://www.olfastory.com/parfum/nilang,Lalique,Eau de parfum,1995,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/nilang-lalique.jpg?itok=qJJWQe7n,Eau de parfum,Fruitée;Marine,1995,Gérard Anthony,Nilang : Quand Lalique rêve d’un Orient au fil de l’eau,"Nilang : Quand Lalique rêve d’un Orient au fil de l’eauLe beau Nilang a eu le prestige de naître deux fois : la toute première en 1995 et la seconde des mains, ou plutôt du nez, de Gérard Anthony en 2011.",Note marine;Bois de rose,Jasmin;Freesia,Vanille;Praline
Sporty Citrus,https://www.olfastory.com/parfum/sporty-citrus,Michael Kors,Eau de parfum,2013,Femme,Hespéridée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/sporty-citrus-michael-kors.jpg?itok=RnZ526_j,Eau de parfum,Aromatique,2013,Honorine Blanc,Sporty Citrus : Une femme tonique et urbaine pour un parfum frais,"Sporty Citrus : Une femme tonique et urbaine pour un parfum fraisBien sûr lorsque l’on évoque les créations et les parfums de Michael Kors le tout premier mot est glamour, ce qui est l’essence même de son inspiration.",Mandarine;Orange,Fleur d'Oranger,Musc
Rose pour Elle,https://www.olfastory.com/parfum/rose-pour-elle,Mauboussin,Eau de parfum,2012,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/mauboussin-rose-pour-elle.jpg?itok=ox0hI1Tj,Eau de parfum,Fruitée,2012,Benoit Lapouza;Delphine Lebeau,Rose pour Elle : Un parfum frais et lumineux signé Mauboussin,"Rose pour Elle : Un parfum frais et lumineux signé MauboussinAprès Mauboussin pour Elle en 2011, Mauboussin offre l’amour tendre et vivifiant avec Rose pour Elle.",Framboise,Pomme;Rose;Poire;Cassis;Bourgeon de cassis,Musc
Matsuri,https://www.olfastory.com/parfum/matsuri,Annayaké,Eau de parfum,2006,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/matsuri.jpg?itok=7HZ5RDo_,Eau de parfum,Epicée,2006,Henri Bergia,Inconnu,"Matsuri est un parfum appartenant à la grande famille des produits Annayake. Ainsi, comme le suggère son nom, celui-ci s'inscrit à merveille dans la tradition japonaise. Cette fragrance possède une féminité sensuelle et inégalée.",Ylang-Ylang;Mandarine;Poire,Pivoine;Lilas;Prune;Girofle,Héliotrope;Pêche;Jasmin;Patchouli;Cèdre
Obsession,https://www.olfastory.com/parfum/obsession,Calvin Klein,Eau de parfum,1985,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/obsession-calvin-klein.jpg?itok=AjYbg6Fy,Eau de parfum,Verte,1985,Jean Guichard,"Obsession Femme, un parfum à perdre la raison","Obsession Femme, un parfum à perdre la raisonPassionné de mode et de couture, le jeune Calvin Klein, de son vrai nom Richer Klein, fonde son entreprise à 26 ans. Ses collections minimalistes, élégantes et sobres sont très vite remarquées.",Mandarine;Bergamote;Note verte,Rose;Jasmin;Girofle;Ylang-Ylang,Vanille;Ambre;Encens
Burberry Sport for Women,https://www.olfastory.com/parfum/burberry-sport-women,Burberry,Eau de toilette,2010,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/burberry-sport-femme.jpg?itok=HlSuSd36,Eau de toilette,Fruitée,2010,Olivier Polge;Béatrice Piquet,Inconnu,"Burberry est une marque typiquement londonienne célèbre pour son raffinement et son élégance faussement décontractée. Ainsi, la femme Burberry est connue pour être une citadine naturellement classe mais également dotée d'un brin d'impertinence lui allant comme un gant.",Mandarine;Gingembre,Petitgrain;Chèvrefeuille;Magnolia,Muscs blancs;Cèdre;Vétiver
Mauboussin pour Elle,https://www.olfastory.com/parfum/mauboussin-pour-elle,Mauboussin,Eau de parfum,2011,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/mauboussin-pour-elle.jpg?itok=vgKvmE9a,Eau de parfum,Fruitée;Gourmande,2011,Olivier Cresp;Nathalie Lorson,Mauboussin Pour Elle : Le parfum de l’amour signé Mauboussin,Mauboussin Pour Elle : Le parfum de l’amour signé MauboussinLe célèbre joaillier de la place Vendôme n’a de cesse que de proposer depuis 2000 des parfums-bijoux en parfaits accords avec les magnifiques créations de joaillerie qui ont fait sa réputation.,Rhubarbe,Rose;Fleur d'Oranger;Jasmin,Vanille;Santal;Caramel
Le De,https://www.olfastory.com/parfum/le-de,Givenchy,Eau de toilette,2007,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/le-de-givenchy.jpg?itok=0dhlodCD,Eau de toilette,Epicée,2007,Ernest Shiftan,"Le De, une fragrance personnelle et exceptionnelle","Le De, une fragrance personnelle et exceptionnelleLa maison de couture Givenchy a été fondée en 1952 par le conte Hubert de Givenchy.",Coriandre;Muguet,Jasmin,Santal
Cabotine Rose,https://www.olfastory.com/parfum/cabotine-rose,Grès,Eau de toilette,2003,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/cabotine-rose.jpg?itok=WtB44R7r,Eau de toilette,Fruitée,2003,Jean-Claude Delville,"Cabotine Rose, une fragrance ultra romantique","Cabotine Rose, une fragrance ultra romantiqueMadame Grès est vue par ses pairs comme un maitre de la couture, un génie tubulaire de la profession.",Poire;Cerise,Poivre noir;Pivoine;Mimosa,Vétiver;Muscs blancs
Organza Indécence,https://www.olfastory.com/parfum/organza-indecence,Givenchy,- 2007,Inconnu,Femme,,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/organza-indecence.jpg?itok=dNzV_6iO,Inconnu,Epicée,2007,Nathalie Lorson,"Organza Indécence, une essence très provocatrice","Organza Indécence, une essence très provocatriceSi la maison de couture Givenchy est actuellement dirigée par le groupe LVMH, elle a été fondée en 1952 par Hubert de Givenchy.",Cannelle;Mandarine,Prune,Patchouli;Ambre
Alaïa Paris,https://www.olfastory.com/parfum/alaia-paris,Azzedine Alaia,Eau de parfum,2015,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/alaia-paris.jpg?itok=d391DAk8,Eau de parfum,Poudrée,2015,Marie Salamagne,Inconnu,"Alaïa Paris est un parfum qui se découvre tel un tableau impressionniste. En effet, celui-ci laisse derrière lui une impression florale abstraite qui ne ressemble à aucune autre. Ce parfum est à l'image de toutes les créations d’Azzedine Alaïa, à la fois fascinant et mystérieux.",Baies roses,Rose;Pivoine;Freesia,Muscs blancs;Cuir;Violette
Aimez-Moi,https://www.olfastory.com/parfum/aimez-moi,Caron,Eau de parfum,1996,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/aimez-moi.jpg?itok=wZcbh-1i,Eau de parfum,Poudrée;Verte,1996,Dominique Ropion,"Aimez-moi, une romance signée Caron","Aimez-moi, une romance signée CaronCaron est aujourd’hui connu dans le monde entier pour son raffinement et son savoir-faire ancestral. Si la maison Caron a été fondée en 1902, elle a toujours été synonyme de grands succès olfactifs et de modernité.",Menthe;Bergamote;Anis,Rose;Jasmin;Feuille de violette;Magnolia,Vanille;Muscs blancs;Iris;Violette;Héliotrope;Baume Tolu
